,Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units
1419,CHEMBL3343064,CCO[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,'=',5.3,nM
1420,CHEMBL3317604,CCOC(=O)c1c(N)sc(/N=C/c2ccc([N+](=O)[O-])o2)c1C(=O)OCC,'=',7.12,nM
1421,CHEMBL2063153,CC(C)[C@@H]1C[C@@H](O)[C@H]2[C@@]1(CO)CC[C@@]1(C)[C@H]3C(=CC[C@]21C)C1=CC[C@H](O)C(C)(C)[C@H]1C[C@@H]3O,'=',6.8,nM
1422,CHEMBL2016657,COc1c(Br)c(Br)c(C(=O)c2c(Br)c(Br)c(OC)c(OC)c2Br)c(Br)c1OC,'=',2.02,nM
1423,CHEMBL3310430,COc1cc(OCC=C(C)C)c(Br)cc1/C=C1\SC(=O)NC1=O,'=',5.3,nM
1424,CHEMBL3309766,O=C(/C=C(\O)C(=O)N1CCN(C(=O)/C(O)=C\C(=O)c2cccc(N(Cc3ccccc3)Cc3ccccc3)c2)CC1)c1cccc(N(Cc2ccccc2)Cc2ccccc2)c1,'=',2.8,nM
1425,CHEMBL3402404,COc1ccc(C(=O)OCCCCC#Cc2ccc(C(=O)OC3CSSC3)cc2)cc1,'=',6.55,nM
1426,CHEMBL3356399,CC(=O)/C(=C/C[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C)C(C)C,'=',3.8,nM
1427,CHEMBL3310454,C=CCc1cc(/C=C2\SC(=O)N(C(C)C)C2=O)c(OC)cc1O,'=',6.4,nM
1428,CHEMBL3310442,C=CCN1C(=O)S/C(=C\c2cc(Br)c(OCCCC)cc2OC)C1=O,'=',7.9,nM
1429,CHEMBL3310867,C=CCc1cc(/C=C2\SC(=O)N(Cc3ccccc3)C2=O)c(OC)cc1O,'=',7.2,nM
1430,CHEMBL3310432,COc1cc(OCc2ccccc2)c(Br)cc1/C=C1\SC(=O)NC1=O,'=',7.6,nM
1431,CHEMBL3410508,O=C(/C=C/c1ccco1)c1cccc(Cl)c1,'=',2.9,nM
1432,CHEMBL2208259,O=C1Nc2ccc(Cl)cc2/C1=C\c1ccc(CN2C(=O)C(=O)c3cc(Cl)ccc32)o1,'=',2.3,nM
1433,CHEMBL2208256,Cc1ccc2c(c1)C(=O)C(=O)N2Cc1ccc(/C=C2/C(=O)Nc3ccc(Cl)cc32)o1,'=',3.46,nM
1434,CHEMBL426373(15),CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.49,nM
1435,CHEMBL2011706,COc1ccc(/N=C2\S/C(=C\c3ccc(OCc4ccccc4)cc3)C(=O)N2Cc2ccc(C(=O)O)cc2)cc1,'=',3.0,nM
1436,CHEMBL2424692,N#CC1=C(N)N(c2ccccc2F)N=C2CSCC=C21,'=',4.4,nM
1437,CHEMBL2311593,O=C(O)c1cc2c(/C=C\c3cc(F)cc(F)c3)c(-c3ccccc3)oc2cc1O,'=',8.0,nM
1438,CHEMBL3822604,COC(=O)CN(c1ccc(CN(c2ccc(OCc3ccc(C)cc3)c(C(=O)OC)c2)S(=O)(=O)Cc2ccccc2)cc1)S(C)(=O)=O,'=',0.05,nM
1439,CHEMBL2349150,Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,'=',8.3,nM
1440,CHEMBL3098942,O=C(O)c1ccc(CN2C(=O)S/C(=C\c3ccc(OCCc4ccccc4)cc3)C2=O)cc1,'=',2.6,nM
1441,CHEMBL3931387,C=C(C)[C@@H]1C=C2[C@@H](C)CC[C@@H]([C@@H](CC(C)C)c3c(O)c(C=O)c(O)c(C=O)c3O)[C@]2(C)CC1,'=',2.9,nM
1442,CHEMBL2086414,C=C1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2[C@H]1C,'=',6.3,nM
1443,CHEMBL3218926,Cc1ccc(S(=O)(=O)N(C)CC(=O)N(Cc2ccc(-c3ccc(-c4cccc(C#N)c4)cc3)cc2)c2ccc(C(=O)O)c(O)c2)cc1,'=',5.0,nM
1444,CHEMBL3823340,CCCOc1ccc(N(Cc2ccc(N(CC(=O)OC)S(C)(=O)=O)cc2)S(=O)(=O)Cc2ccccc2)cc1C(=O)OC,'=',0.9359999999999999,nM
1445,CHEMBL2430578(1),CCCOc1c2cccc1Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)Cc1cccc(c1OCCC)Cc1cc(C(O)(P(=O)(O)O)P(=O)(O)O)cc(c1O)C2,'=',8.3,nM
1446,CHEMBL3393519,CC[C@@]1(C)CCC[C@@]2(C)[C@H]1CC[C@@]1(C)[C@@H]3CCC4=C(C(=O)O[C@@H]4C)[C@@]3(C)[C@H](O)C[C@H]21,'=',7.47,nM
1447,CHEMBL3402413,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2cc(Br)ccc2Br)cc1,'=',0.59,nM
1448,CHEMBL3402411,O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1cccc([N+](=O)[O-])c1,'=',9.7,nM
1449,CHEMBL3402417,O=C(OC1CSSC1)c1ccc(OCCCCCCOC(=O)c2cc(Br)ccc2Br)cc1,'=',8.85,nM
1450,CHEMBL3098851,O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(OCCc4ccccc4)c3)S/C2=N\c2ccccc2)cc1,'=',4.6,nM
1451,CHEMBL3098945,COc1ccc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1OCc1ccccc1,'=',4.0,nM
1452,CHEMBL3098855,COc1ccc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)cc1OCc1ccccc1,'=',3.9,nM
1453,CHEMBL168(25),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',3.48,nM
1454,CHEMBL3628548,COC(=O)c1ccc(COC(=O)CN2C(=O)/C(=C\c3ccc(OCc4ccc(C(=O)OC)cc4)cc3)N(Cc3ccccc3)C2=O)cc1,'=',5.4,nM
1455,CHEMBL4082611,COc1ccc2c(c1)[C@@H]1O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(Br)cc3)[C@@]13NC(=O)C[C@H]3O2,'=',6.48,nM
1456,CHEMBL4064443,COC(=O)C[C@H]1Oc2ccc(OC)cc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(Br)cc3)[C@@]21[N+](=O)[O-],'=',6.67,nM
1457,CHEMBL2206069,CNc1nc(N)nc2nc(-c3c(F)cccc3N3CCCC3)ccc12,'=',0.62,nM
1458,CHEMBL2206067,CNc1nc(N)nc2nc(-c3c(N4CCCC4)cccc3C(F)(F)F)ccc12,'=',0.43,nM
1459,CHEMBL2205522,CNc1nc(N)nc2nc(-c3c(OC)cccc3C(F)(F)F)ccc12,'=',0.56,nM
1460,CHEMBL2205512,CNc1nc(N)nc2nc(-c3ccccc3OC)ccc12,'=',2.79,nM
1461,CHEMBL2206077,CNc1nc(N)nc2nc(-c3ccccc3C)ccc12,'=',1.66,nM
1462,CHEMBL2205894,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C(C)(C)c5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,'=',9.13,nM
1463,CHEMBL516014,C=C1CCC[C@@H]2[C@]1(C)CC[C@H](C)[C@@]2(C)Cc1cc(OC(C)=O)ccc1O,'=',8.6,nM
1464,CHEMBL391533(2),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',7.0,nM
1465,CHEMBL4067813,CC/C=C\C/C=C\C/C=C\CCCCCCCC1(O)CC(=O)c2c(O)c(C)c(O)c(C)c2O1,'=',1.6,nM
1466,CHEMBL4088006,COC(=O)C[C@H]1Oc2c(OC)cccc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccccc3OC)[C@@]21[N+](=O)[O-],'=',5.83,nM
1467,CHEMBL4083453,COC(=O)/C=C/Oc1c(OC)cccc1[C@@H]1O[C@@]2(C(=O)N(Cc3ccccc3)c3ccccc32)[C@@H](c2ccc(C)cc2)[C@@H]1[N+](=O)[O-],'=',6.8,nM
1468,CHEMBL169(20),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',2.3,nM
1469,CHEMBL4059903,CC(C)=CCc1cc(/C=C/C(=O)c2ccc3c(c2O)C=CC(C)(C)O3)ccc1O,'=',5.0,nM
1470,CHEMBL2386063,Oc1cc(Cc2cc(Br)c(O)c(Br)c2Br)c(Br)c(Br)c1O,'=',2.42,nM
1471,CHEMBL590635,CC(C)=CCc1cc([C@@H]2CC(=O)c3ccc4c(c3O2)C=CC(C)(C)O4)ccc1O,'=',5.0,nM
1472,CHEMBL3402410,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2ccccc2[N+](=O)[O-])cc1,'=',9.12,nM
1473,CHEMBL3427223,CCCCCCCCCCCCCCCC(=O)C1=C(O)OC(CC)(CC)OC1=O,'=',1.1,nM
1474,CHEMBL2424692(1),N#CC1=C(N)N(c2ccccc2F)N=C2CSCC=C21,'=',4.39542,nM
1475,CHEMBL2424714(1),CC1(C)C=C2C(=NN(c3ccc(CO)cc3)C(N)=C2C#N)CO1,'=',1.7,nM
1476,CHEMBL2424712(1),CCc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,'=',1.6,nM
1477,CHEMBL2424708(1),CC(=O)Nc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,'=',6.1,nM
1478,CHEMBL2424698(1),CC1(C)C=C2C(=NN(c3ccc(F)cc3)C(N)=C2C#N)CO1,'=',4.8977900000000005,nM
1479,CHEMBL2424694(1),CC1(C)C=C2C(=NN(c3ccccc3N3CCOCC3)C(N)=C2C#N)CO1,'=',2.89734,nM
1480,CHEMBL2424661,N#CC1=C(N)N(c2ccccc2)N=C2CSCC=C21,'=',1.09901,nM
1481,CHEMBL2424693,COc1ccc(N2N=C3CSCC=C3C(C#N)=C2N)cc1,'=',1.30017,nM
1482,CHEMBL4086905,C=CC(C)(C)c1cc(O)c2oc3c(O)c4c(cc3c(=O)c2c1O)C=CC(C)(C)O4,'=',8.0,nM
1483,CHEMBL1829864(1),CN(CC(=O)N(Cc1ccc(C2CCCCC2)cc1)c1ccc(C(=O)O)c(O)c1)S(=O)(=O)c1cccc2cccnc12,'=',6.2,nM
1484,CHEMBL3632914,O=C(CCCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,'=',1.7,nM
1485,CHEMBL3633138,O=C(CCCCn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,'=',2.3,nM
1486,CHEMBL2386216,CCCOCc1cc(O)c(O)c(Br)c1Cc1cc(O)c(O)c(Br)c1Br,'=',2.0,nM
1487,CHEMBL2424687(1),N#CC1=C(N)N(c2ccccc2)N=C2COCC=C21,'=',0.35,nM
1488,CHEMBL3402415,O=C(OC1CSSC1)c1ccc(OCCOC(=O)c2cc(Br)ccc2Br)cc1,'=',7.26,nM
1489,CHEMBL3628470,COc1ccc(COc2ccc(/C=C3\C(=O)NC(=O)N3Cc3ccc(OC)cc3)cc2)cc1,'=',3.4,nM
1490,CHEMBL2375471,COC(=O)CCCCCNC(=O)[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O[C@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@@H]5O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,'=',1.91,nM
1491,CHEMBL2375454,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',9.21,nM
1492,CHEMBL3402408,O=C(OCCCCC#Cc1ccc(C(=O)OC2CSSC2)cc1)c1cccc(F)c1,'=',5.18,nM
1493,CHEMBL2205516,CNc1nc(N)nc2nc(-c3ccccc3Cl)ccc12,'=',1.16,nM
1494,CHEMBL2205514,CNc1nc(N)nc2nc(-c3ccccc3C(=O)O)ccc12,'=',2.39,nM
1495,CHEMBL2158214,O=C(O)c1ccc(COc2ccc(/C=C3\S/C(=N\c4ccccc4)N(Cc4ccc(C(=O)O)cc4)C3=O)cc2)cc1,'=',0.55,nM
1496,CHEMBL169(21),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',5.4,nM
1497,CHEMBL110642,C=C1OC(=O)C(C(=O)CCCCCCCCCCCCCCC)=C1O,'=',0.4,nM
1498,CHEMBL233760,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(CO)OC1=O,'=',0.7,nM
1499,CHEMBL3098854,COc1cc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1OCCc1ccccc1,'=',2.8,nM
1500,CHEMBL3098852,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(OCCc4ccccc4)cc3)S/C2=N\c2ccccc2)cc1,'=',1.5,nM
1501,CHEMBL3427126,CCCCCCCCCCCCCCCC(=O)C1=C(O)C(COC(=O)c2ccc(C(=O)c3ccccc3)cc2)OC1=O,'=',0.3,nM
1502,CHEMBL3426931,CN1C(=O)/C(=C\c2ccc(OCc3ccc(C4CCCCC4)cc3)cc2)S/C1=N/c1ccc(CC(=O)O)cc1,'=',0.24,nM
1503,CHEMBL2016662,O=C(c1cc(O)c(O)c(Br)c1Br)c1c(Br)c(O)c(O)c(Br)c1Br,'=',2.45,nM
1505,CHEMBL4177329,CC(C)c1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,'=',7.44,nM
1506,CHEMBL4070916,O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(OCc4ccccc4)c3)SC2=S)cc1,'=',5.7,nM
1507,CHEMBL169(22),C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,'=',5.2,nM
1508,CHEMBL2011700,O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(OCc4ccccc4)c3)S/C2=N\c2ccc(C(F)(F)F)cc2)cc1,'=',5.6,nM
1509,CHEMBL426373(16),CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.0,nM
1510,CHEMBL3581568,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3c4ccc([C@H](C)[C@@H]5NC[C@@H](C)C[C@H]5O)c(C)c4C[C@@H]32)C1,'=',4.7,nM
1511,CHEMBL2208248,O=C1Nc2ccccc2/C1=C\c1ccc(CN2C(=O)C(=O)c3ccccc32)o1,'=',7.63,nM
1512,CHEMBL4097088,O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(Oc4ccccc4)c3)SC2=S)cc1,'=',7.1,nM
1513,CHEMBL2208250,Cc1ccc2c(c1)/C(=C\c1ccc(CN3C(=O)C(=O)c4ccccc43)o1)C(=O)N2,'=',9.82,nM
1514,CHEMBL3238191,CC(C)(C)OC(=O)N1CCC(C(=O)Nc2ccc(-c3ccc(NC(=O)C4CCN(C(=O)OC(C)(C)C)CC4)cc3)cc2)CC1,'=',9.5,nM
1515,CHEMBL2349151,N#Cc1ccc(C(=O)/C=C/c2ccc(C(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)cc2)cc1,'=',8.1,nM
1516,CHEMBL168(27),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.0,nM
1517,CHEMBL3427132,CCCCCCCCCCCCCCCCCC(=O)C1=C(O)OC(C)(C)OC1=O,'=',0.6,nM
1518,CHEMBL168(28),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.6,nM
1519,CHEMBL4163552,COC(=O)c1c(SC)cc(-c2ccc(C)cc2)c2c1-c1cn(-c3ccccc3)nc1CC2,'=',7.12,nM
1520,CHEMBL1938824,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(Br)c(C(F)(F)P(=O)(O)O)cc3c2)cc1,'=',0.017,nM
1521,CHEMBL3593819(1),CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OC)cc1,'=',0.203,nM
1522,CHEMBL4175013,CCC(C)(C)c1ccc(Oc2ccc(-c3cnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,'=',3.6,nM
1523,CHEMBL4163641,CCC/C=C1\OC(=O)c2c(Oc3c(O)cc(O)c(C(=O)O)c3CCCCC)cc(OC)cc21,'=',0.5,nM
1524,CHEMBL3601068,C[C@@H]1Cc2c3c(cc(O)c2C(=O)O1)O[C@@]1(C)CC[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@@H]1C3,'=',8.4,nM
1525,CHEMBL1935501,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C(C)=C/CCC(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,'=',1.02,nM
1526,CHEMBL4170059,Oc1ccc(-c2ncc(-c3ccc(Oc4ccccc4)cc3)o2)cc1O,'=',2.63,nM
1527,CHEMBL4159828,Cc1ccc(Oc2ccc(OC(=O)CSc3nnc(-c4ccc(O)c(O)c4)o3)cc2)cc1,'=',3.89,nM
1528,CHEMBL4160013,CCOc1ccc(OC(=O)CSc2nnc(-c3ccc(O)c(O)c3)o2)cc1,'=',7.94,nM
1529,CHEMBL168(29),CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',2.0,nM
1530,CHEMBL4081501,O=C(O)c1ccc(CN2C(=O)/C(=C/c3cccc(OCCc4ccccc4)c3)SC2=S)cc1,'=',1.9,nM
1531,CHEMBL3978384,COc1cc(CC(=O)NCC(NC(=O)C(CCCNC(=O)c2cccc(I)c2)NC(=O)C(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)NC(=O)c2ccc(C)c(Br)c2)C(N)=O)ccc1O,'=',0.86,nM
1532,CHEMBL3087456,Cc1ccc(-c2nnc(SCC(=O)Nc3cc(C(=O)O)ccc3C)o2)cc1,'=',8.9,nM
1534,CHEMBL3238195,O=C(Nc1ccc(-c2ccc(NC(=O)C3CCN(C(=O)c4ccco4)CC3)cc2)cc1)C1CCN(C(=O)c2ccco2)CC1,'=',2.34,nM
1535,CHEMBL3234648,CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CNC(=O)c4ccccc4C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](CO)[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',1.03,nM
1536,CHEMBL3393517,CC[C@]12CCCC(C)(C)[C@@H]1CC[C@]1(C)[C@@H]2C[C@@H](O)[C@]2(C)C3=C(CC[C@H]21)[C@@H](C)OC3=O,'=',7.45,nM
1537,CHEMBL3098856,COc1cc(/C=C2\S/C(=N\c3ccccc3)N(Cc3ccc(C(=O)O)cc3)C2=O)ccc1OCc1ccccc1,'=',1.6,nM
1538,CHEMBL4163860,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccc(OCC)c(C(=O)NC)c1,'=',0.1659,nM
1539,CHEMBL3971802,CCC(=O)Oc1ccc(OC(=O)CC)c(C[C@]2(C)[C@@H](C)CC[C@]3(C)C(C)=CCC[C@H]32)c1,'=',8.8,nM
1540,CHEMBL2375455,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,'=',0.56,nM
1541,CHEMBL3632912,O=C(Cn1cc(CN(CC(=O)N(Cc2ccc(C3CCCCC3)cc2)c2ccc(C(=O)O)c(O)c2)S(=O)(=O)c2cccc3cccnc23)nn1)Nc1ccc(C(=O)O)c(O)c1,'=',3.6,nM
1542,CHEMBL1923783,CC1(C)C(=O)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)=C[C@@H]2C1=CC[C@H]1[C@]3(C)C[C@@H](O)[C@H]([C@@](C)(O)C(=O)C[C@H]4NC(=O)OC4(C)C)[C@@]3(C)CC(=O)[C@]12C,'=',4.26,nM
1543,CHEMBL3628475,O=C1NC(=O)/C(=C\c2ccc(OCc3ccc(Cl)cc3Cl)cc2)N1,'=',1.7,nM
1544,CHEMBL2087693,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3cccc(OC)c3)cs2)cc1,'=',2.0,nM
1545,CHEMBL2087687,CCOS(=O)(=O)/C=C/c1ccc(OCCCCNc2nc(-c3ccccc3)c(C)s2)cc1,'=',5.8,nM
1546,CHEMBL426373(17),CCCCCCCCCCCCCCCC(=O)C1=C(O)[C@@H](CO)OC1=O,'=',4.4,nM
1547,CHEMBL3758490,CCCCc1ccc(-c2ccc(-c3noc(Cc4c[nH]c5ccccc45)n3)s2)cc1,'=',8.96,nM
1548,CHEMBL3609374,O=C(Nc1ccc(NC(=O)C(c2ccccc2)S(=O)(=O)O)cc1)C(=O)Nc1ccc(-c2ccccc2)cc1,'=',3.0,nM
1549,CHEMBL3609373,O=C(Nc1ccc(I)cc1)C(=O)Nc1ccc(NC(=O)C(c2ccccc2)S(=O)(=O)O)cc1,'=',9.3,nM
1550,CHEMBL4069859,CO[C@@H]1C2C(=O)c3c(O)c(C/C=C(\C)CCC=C(C)C)c(O)c(CC=C(C)C)c3O[C@@]23[C@H]2C[C@@H]1C(=O)[C@]3(C/C=C(/C)C(=O)O)OC2(C)C,'=',0.93,nM
1551,CHEMBL4098715,CCCc1cc(OC(=O)c2c(O)cc(OC(=O)c3c(O)cc(O)cc3CCC)cc2CCC)cc(O)c1C(=O)O,'=',0.17,nM
1552,CHEMBL4075516,CCC/C=C/C=C/CCc1cc(O)cc(O)c1C(=O)O,'=',4.27,nM
1553,CHEMBL592245(2),Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c2nc3ccccc3[nH]2)ccc1N1CC(=O)NS1(=O)=O,'=',0.032,nM
1554,CHEMBL4062445,CCOS(=O)(=O)/C=C/c1ccc(OCc2ccc(COc3ccc(/C=C/S(=O)(=O)OCC)cc3)c(C(=O)Nc3ccc(OC)cc3)c2)cc1,'=',2.6,nM
1555,CHEMBL4098471,COC(=O)c1scc(-c2ccc(NC(=O)c3cccc(OC(F)(F)F)c3)cc2)c1OC,'=',6.37,nM
1556,CHEMBL471799,CC(C)=CCc1cc([C@@H]2CC(=O)c3c(cc(O)c(CC=C(C)C)c3O)O2)ccc1O,'=',1.03,nM
1557,CHEMBL171632,CC1(C)C=C2C(=NN(c3ccccc3)C(N)=C2C#N)CO1,'=',5.70164,nM
1558,CHEMBL2424682(1),CC1(C)C=C2C(=NN(c3cccc(CO)c3)C(N)=C2C#N)CO1,'=',2.39883,nM
1559,CHEMBL2424711(1),CCc1ccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)cc1,'=',2.79898,nM
1560,CHEMBL2424709,CC(=O)Nc1cccc(N2N=C3COC(C)(C)C=C3C(C#N)=C2N)c1,'=',2.30144,nM
1561,CHEMBL2424703(1),COc1ccccc1N1N=C2COC(C)(C)C=C2C(C#N)=C1N,'=',6.19441,nM
1562,CHEMBL2424700,CC1(C)C=C2C(=NN(c3cccc(F)c3)C(N)=C2C#N)CO1,'=',4.4978,nM
1563,CHEMBL2424699,CC1(C)C=C2C(=NN(c3ccccc3F)C(N)=C2C#N)CO1,'=',2.39883,nM
1564,CHEMBL3353037,C[C@@H]1C[C@@H]2C=C[C@H](C)[C@H](/C=C/C=C/C(=O)O)[C@H]2[C@H](C)C1,'=',8.2,nM
1565,CHEMBL4291588,CC1=C[C@@H](c2c(O)ccc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)c2O)[C@H](C(=O)c2ccc(O)cc2O)[C@@H](c2ccc(O)cc2O)C1,'=',7.98,nM
1566,CHEMBL4067159,COC(=O)C[C@H]1Oc2ccc(OC)cc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(C)cc3)[C@@]21[N+](=O)[O-],'=',4.53,nM
1567,CHEMBL4085978,COC(=O)C[C@H]1Oc2c(OC)cccc2[C@@H]2O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(Br)cc3)[C@@]21[N+](=O)[O-],'=',5.43,nM
1568,CHEMBL4085709,COC(=O)/C=C/Oc1c(OC)cccc1[C@@H]1O[C@@]2(C(=O)N(Cc3ccccc3)c3ccccc32)[C@@H](c2ccc(Br)cc2)[C@@H]1[N+](=O)[O-],'=',3.89,nM
1569,CHEMBL4078493,COc1ccc2c(c1)[C@@H]1O[C@@]3(C(=O)N(Cc4ccccc4)c4ccccc43)[C@@H](c3ccc(C)cc3)[C@@]13NC(=O)C[C@H]3O2,'=',7.98,nM
1570,CHEMBL4090412,CO[C@@H]1C2C(=O)c3c(O)c4c(c(CC=C(C)C)c3O[C@@]23[C@H]2C[C@@H]1C(=O)[C@]3(C/C=C(/C)C(=O)O)OC2(C)C)OC(C)(C)C=C4,'=',4.44,nM
1571,CHEMBL4061225,O=C(O)c1ccc(CN2C(=O)/C(=C/c3ccc(OCCc4ccccc4)cc3)S/C2=N\c2ccc(F)cc2)cc1,'=',1.5,nM
1572,CHEMBL3310434,COc1cc(OCc2ccccc2)c(Br)cc1/C=C1\SC(=O)N(C)C1=O,'=',8.1,nM
